"","id","cantonName","council","firstName","lastName","party","active","birthDate","gender","language","maritalStatus","militaryGrade","partyId","salutationLetter","workLanguage"
"489",1602,"TI","N","Achille","Borella",NA,FALSE,"1845-08-15T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"490",1603,"TI","N","Achille","Borella",NA,FALSE,"1908-02-27T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"491",1604,"TI","N","Francesco-Nino","Borella",NA,FALSE,"1883-09-17T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"492",1605,"BE","N","Albert Friedrich","Born",NA,FALSE,"1829-02-01T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"493",1606,"VD","N","Justin","Bornand",NA,FALSE,"1816-03-15T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"494",1607,"VD","S","Alphonse","Bory",NA,FALSE,"1838-10-15T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"495",1608,"SG","N","Emil","Bösch",NA,FALSE,"1909-01-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"496",1609,"SG","N","Johann Jakob","Bösch",NA,FALSE,"1849-07-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"497",161,"TG","S","Thomas","Onken","SP",FALSE,"1941-05-06T00:00:00Z","m","de","verheiratet","Hauptmann",12,"Herr Ständerat","de"
"498",1610,"FR","N","Franz","Boschung",NA,FALSE,"1868-04-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"499",1611,"ZG","S","Georg","Bossard",NA,FALSE,"1813-06-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"500",1612,"ZG","N","Johann Konrad","Bossard",NA,FALSE,"1802-01-18T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"501",1613,"VD","N","Frédéric  Gérard","Bosset",NA,FALSE,"1853-02-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"502",1614,"VD","S","Norbert","Bosset",NA,FALSE,"1883-08-14T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"503",1615,"ZH","N","Heinrich","Bosshard",NA,FALSE,"1826-04-13T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"504",1616,"TI","N","Antonio","Bossi",NA,FALSE,"1829-01-23T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"505",1617,"TI","S","Bixio","Bossi",NA,FALSE,"1896-09-29T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"506",1618,"TI","S","Emilio","Bossi",NA,FALSE,"1870-12-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"507",1619,"GR","N","Johann","Bossi",NA,FALSE,"1874-04-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"508",162,"VD","N","André","Perey","FDP-Liberale",FALSE,"1931-11-06T00:00:00Z","m",NA,NA,NA,15,"Herr","fr"
"509",1620,"FR","N","Alois","Bossy",NA,FALSE,"1844-11-07T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"510",1621,"VD","N","Emmanuel-David","Bourgeois",NA,FALSE,"1803-01-11T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"511",1622,"FR","S","Jean","Bourgknecht","CVP",FALSE,"1902-09-16T00:00:00Z","m",NA,NA,NA,14,NA,NA
"512",1623,"GE","S","Jean Ch., dit John","Braillard",NA,FALSE,"1822-06-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"513",1624,"ZH","N","Heinrich","Bräm",NA,FALSE,"1883-10-28T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"514",1625,"ZH","N","Walter","Bräm",NA,FALSE,"1915-09-04T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"515",1626,"BE","N","Hermann","Brand",NA,FALSE,"1868-11-30T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"516",1627,"ZH","N","Benjamin","Brändli",NA,FALSE,"1817-02-18T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"517",1628,"ZH","N","Heinrich","Brändli",NA,FALSE,"1900-09-23T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"518",1629,"NE","S","Louis H.","Brandt",NA,FALSE,"1800-01-18T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"519",163,"GE","S","Gilles","Petitpierre",NA,FALSE,"1940-01-22T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"520",1630,"SG","N","Paul J.","Brandt",NA,FALSE,"1852-11-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"521",1631,"BE","N","Peter","Bratschi",NA,FALSE,"1863-05-06T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"522",1632,"BE","N","Robert","Bratschi",NA,FALSE,"1891-02-06T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"523",1633,"AG","N","Karl","Braun",NA,FALSE,"1870-09-17T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"524",1634,"VD","N","Marcel","Brawand",NA,FALSE,"1907-09-07T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"525",1635,"BE","N","Samuel","Brawand","SP",FALSE,"1898-05-18T00:00:00Z","m",NA,NA,NA,12,NA,NA
"526",1636,"BS","N","Fritz","Brechbühl",NA,FALSE,"1897-04-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"527",1637,"VD","N","Robert","Bredaz",NA,FALSE,"1892-12-07T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"528",1638,"BS","N","Albin","Breitenmoser",NA,FALSE,"1920-12-15T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"529",1639,"BS","N","Ernst","Brenner","FDP-Liberale",FALSE,"1856-12-09T00:00:00Z","m",NA,NA,NA,15,NA,NA
"530",164,"FR","N","Jean-Nicolas","Philipona","FDP-Liberale",FALSE,"1943-03-25T00:00:00Z","m","fr","verheiratet",NA,15,"Herr","fr"
"531",1640,"ZH","N","Jakob","Brennwald",NA,FALSE,"1825-08-08T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"532",1641,"ZH","N","Otto","Bretscher","SVP",FALSE,"1911-04-27T00:00:00Z","m",NA,NA,NA,13,NA,NA
"533",1642,"ZH","N","Willy","Bretscher","FDP-Liberale",FALSE,"1897-10-26T00:00:00Z","m",NA,NA,NA,15,NA,NA
"534",1643,"VD","S","François","Briatte",NA,FALSE,"1805-09-27T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"535",1644,"VD","N","Georges","Bridel",NA,FALSE,"1889-07-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"536",1645,"ZH","N","Jean","Briner",NA,FALSE,"1876-07-28T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"537",1646,"VD","N","Richard","Bringolf",NA,FALSE,"1899-01-04T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"538",1647,"SH","N","Walther","Bringolf",NA,FALSE,"1895-08-01T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"539",1648,"VD","N","Albert","Brochon",NA,FALSE,"1899-09-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"540",1649,"BL","S","Paul","Brodbeck",NA,FALSE,"1890-02-04T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"541",165,"VD","N","Philippe","Pidoux","FDP-Liberale",FALSE,"1943-06-17T00:00:00Z","m","fr","verheiratet","Hauptmann",15,"Herr","fr"
"542",1650,"BL","N","Karl Adolf","Brodtbeck",NA,FALSE,"1866-10-10T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"543",1651,"AI","N","Johann Baptist Albert","Broger",NA,FALSE,"1897-12-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"544",1652,"AI","N","Jos. Alois","Broger",NA,FALSE,"1811-01-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"545",1653,"AI","S","Raymond","Broger",NA,FALSE,"1916-10-24T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"546",1654,"BS","N","Theodor","Brogle",NA,FALSE,"1893-07-17T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"547",1655,"SO","N","Albert","Brosi",NA,FALSE,"1836-04-07T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"548",1656,"GR","N","Georg","Brosi",NA,FALSE,"1916-03-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"549",1657,"GR","S","Joh. Rudolf","Brosi",NA,FALSE,"1801-05-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"550",1658,"AR","N","Jakob","Bruderer",NA,FALSE,"1890-07-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"551",1659,"SG","N","Anton","Brügger",NA,FALSE,"1877-07-06T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"552",166,"FR","S","Otto","Piller",NA,FALSE,"1942-06-26T00:00:00Z","m",NA,NA,NA,NA,"Herr","de"
"553",1660,NA,NA,"Ernst","Brugger","FDP-Liberale",FALSE,"1914-03-10T00:00:00Z","m",NA,NA,NA,15,NA,NA
"554",1661,"GR","S","Friedrich","Brügger",NA,FALSE,"1854-03-21T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"555",1662,"AG","N","Anton","Bruggisser",NA,FALSE,"1835-03-15T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"556",1663,"AG","N","Peter J.","Bruggisser",NA,FALSE,"1806-07-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"557",1664,"GR","N","Paul","Bruggmann",NA,FALSE,"1913-05-10T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"558",1665,"SZ","N","Armin","Bruhin",NA,FALSE,"1912-05-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"559",1666,"VD","N","Jules","Brun",NA,FALSE,"1832-06-12T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"560",1667,"TI","S","Ernesto","Bruni",NA,FALSE,"1815-10-14T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"561",1668,"TI","N","Germano","Bruni",NA,FALSE,"1850-11-23T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"562",1669,"ZG","N","Andreas C.","Brunner",NA,FALSE,"1923-05-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"563",167,"TI","N","Massimo","Pini","FPS",FALSE,"1936-11-29T00:00:00Z","m","it","verheiratet",NA,21,"Herr Nationalrat","fr"
"564",1670,"SO","N","Benjamin J.","Brunner",NA,FALSE,"1798-08-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"565",1671,"AG","N","J. R. Friedrich","Brunner",NA,FALSE,"1850-08-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"566",1672,"ZH","N","Max","Brunner",NA,FALSE,"1893-09-16T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"567",1673,"BE","N","Rudolf","Brunner",NA,FALSE,"1827-11-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"568",1674,"BS","N","Alfred","Brüstlein",NA,FALSE,"1853-04-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"569",1675,"BE","N","Adolf","Bucher",NA,FALSE,"1878-11-18T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"570",1676,"BE","N","Alexander","Bucher",NA,FALSE,"1820-11-19T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"571",1677,"LU","N","Franz","Bucher",NA,FALSE,"1861-06-13T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"572",1678,"ZH","N","Johann Jakob","Bucher",NA,FALSE,"1814-10-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"573",1679,"LU","N","Josef Joh.","Bucher",NA,FALSE,"1815-12-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"574",168,"BS","S","Gian-Reto","Plattner","SP",FALSE,"1939-12-10T00:00:00Z","m","de",NA,NA,12,"Herr","de"
"575",1680,"LU","N","Kurt","Bucher",NA,FALSE,"1898-08-15T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"576",1681,"ZH","N","Rudolf","Bucher",NA,FALSE,"1899-02-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"577",1682,"ZH","N","Alfred","Büchi",NA,FALSE,"1879-07-11T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"578",1683,"ZH","N","Traugott","Büchi",NA,FALSE,"1907-11-24T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"579",1684,"SZ","N","Jos. Anton G.","Büeler",NA,FALSE,"1824-04-23T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"580",1685,"SZ","N","Jos. Ferd. Anton","Büeler",NA,FALSE,"1858-10-29T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"581",1686,"VD","N","Eugène J.","Bugnon",NA,FALSE,"1842-01-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"582",1687,"BE","N","Arnold Gottlieb","Bühler",NA,FALSE,"1855-03-13T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"583",1688,"GR","N","Christian","Bühler",NA,FALSE,"1903-03-24T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"584",1689,"BE","N","Gottlieb","Bühler",NA,FALSE,"1885-10-17T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"585",169,"GE","N","Charles","Poncet",NA,FALSE,"1946-12-31T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"586",1690,"ZH","N","Joh. Heinrich","Bühler",NA,FALSE,"1833-05-23T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"587",1691,"LU","N","Josef","Bühler",NA,FALSE,"1837-12-12T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"588",1692,"LU","N","Josef Sigm.","Bühler",NA,FALSE,"1804-11-04T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"589",1693,"BE","N","Michael","Bühler",NA,FALSE,"1853-10-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"590",1694,"GR","N","Peter Theophil","Bühler",NA,FALSE,"1841-01-27T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"591",1695,"SG","N","René","Bühler",NA,FALSE,"1905-07-06T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"592",1696,"ZH","N","Robert","Bühler",NA,FALSE,"1902-11-23T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"593",1697,"SG","N","Rolf Theodor","Bühler",NA,FALSE,"1903-12-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"594",1698,"BE","N","Fritz E.","Bühlmann",NA,FALSE,"1848-03-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"595",1699,"BE","N","Gottlieb Rud.","Bühlmann",NA,FALSE,"1818-03-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"596",17,"AG","N","Silvio","Bircher",NA,FALSE,"1945-09-25T00:00:00Z","m",NA,NA,NA,NA,"Herr","de"
"597",170,"TG","N","Hansueli","Raggenbass",NA,FALSE,"1948-07-31T00:00:00Z","m","de","verheiratet",NA,NA,"Herr","de"
"598",1700,"SH","S","Julius","Bührer",NA,FALSE,"1890-11-12T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"599",1701,"VD","N","Maurice","Bujard",NA,FALSE,"1870-12-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"600",1702,"NW","S","Josef A. Maria","Bünter",NA,FALSE,"1808-11-17T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"601",1703,"SO","N","Franz","Bünzli(y)",NA,FALSE,"1811-06-16T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"602",1704,"ZH","N","Emil","Buomberger",NA,FALSE,"1877-06-10T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"603",1705,"BS","N","Carl Christoph","Burckhardt",NA,FALSE,"1862-12-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"604",1706,"BS","N","Karl","Burckhardt",NA,FALSE,"1830-07-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"605",1707,"BE","N","Paul","Burgdorfer",NA,FALSE,"1903-07-08T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"606",1708,"BE","N","Otto","Burger",NA,FALSE,"1864-12-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"607",1709,"BE","N","Friedrich","Bürgi",NA,FALSE,"1838-08-21T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"608",171,"GE","N","Laurent","Rebeaud",NA,FALSE,"1947-05-12T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"609",1710,"ZH","N","Konrad","Bürgi",NA,FALSE,"1874-06-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"610",1711,"SZ","N","Josef","Bürgi-Gretener",NA,FALSE,"1864-08-17T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"611",1712,"BE","S","Dewet","Buri",NA,FALSE,"1901-02-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"612",1713,"BE","N","Friedrich","Buri",NA,FALSE,"1860-12-24T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"613",1714,"BE","N","Ulrich","Burkhalter",NA,FALSE,"1824-01-08T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"614",1715,"ZH","N","Diethelm","Burkhard",NA,FALSE,"1869-07-14T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"615",1716,"BE","N","Ernst","Bürki",NA,FALSE,"1882-08-10T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"616",1717,"SO","N","Jonas","Burki",NA,FALSE,"1862-11-08T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"617",1718,"SO","S","Josef","Burki",NA,FALSE,"1813-09-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"618",1719,"ZH","N","Arnold","Bürkli",NA,FALSE,"1833-02-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"619",172,"SG","S","Paul","Rechsteiner","SP",TRUE,"1952-08-26T00:00:00Z","m","de","verheiratet",NA,12,"Herr Ständerat","de"
"620",1720,"GE","S","Charles","Burklin",NA,FALSE,"1881-09-30T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"621",1721,"AG","N","Friedrich Jos.","Bürli",NA,FALSE,"1813-05-28T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"622",1722,"VD","N","Charles","Burnand",NA,FALSE,"1821-03-11T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"623",1723,"BE","N","Fritz","Burren",NA,FALSE,"1860-07-14T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"624",1724,"BE","N","Hans","Burren",NA,FALSE,"1915-12-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"625",1725,"LU","N","Ignaz","Burri",NA,FALSE,"1872-09-12T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"626",1726,"BE","N","Henry","Burrus",NA,FALSE,"1882-06-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"627",1727,"BL","S","Jakob","Buser",NA,FALSE,"1847-07-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"628",1728,"FR","N","J.-F.-Marcelin","Bussard",NA,FALSE,"1800-03-11T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"629",1729,"VD","N","Alfred","Bussey",NA,FALSE,"1915-11-10T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"630",173,"AG","N","Maximilian","Reimann","SVP",TRUE,"1942-05-07T00:00:00Z","m","de",NA,"Hauptmann",13,"Herr Nationalrat","de"
"631",1730,"BL","N","Johann","Bussinger",NA,FALSE,"1825-12-25T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"632",1731,"TI","N","Guido","Bustelli",NA,FALSE,"1905-04-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"633",1732,"BE","N","Ernest","Bütikofer",NA,FALSE,"1889-09-08T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"634",1733,"BE","N","Johann","Bützberger",NA,FALSE,"1820-11-16T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"635",1734,"GR","N","Donat","Cadruvi",NA,FALSE,"1923-09-19T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"636",1735,"GR","N","Johann Anton","Caflisch",NA,FALSE,"1860-08-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"637",1736,"GR","N","Johann Bartholome","Caflisch",NA,FALSE,"1817-02-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"638",1737,"FR","N","Alexandre-François-Louis","Cailler",NA,FALSE,"1866-02-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"639",1738,"BE","N","André","Calame",NA,FALSE,"1898-08-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"640",1739,"NE","N","Henri W.","Calame",NA,FALSE,"1867-10-17T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"641",174,"VD","S","Hubert","Reymond",NA,FALSE,"1938-10-01T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"642",1740,"NE","N","Jules Aug.","Calame",NA,FALSE,"1852-01-20T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"643",1741,"GR","S","Felix Ludw.","Calonder","FDP-Liberale",FALSE,"1863-12-07T00:00:00Z","m",NA,NA,NA,15,NA,NA
"644",1742,"GE","S","Emile","Cambessedès",NA,FALSE,"1826-12-10T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"645",1743,"GE","S","Philippe","Camperio",NA,FALSE,"1810-09-28T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"646",1744,"VD","N","Ami-A.","Campiche",NA,FALSE,"1846-04-04T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"647",1745,"TI","N","Demetrio","Camuzzi",NA,FALSE,"1858-06-27T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"648",1746,"TI","N","Guglielmo","Canevascini",NA,FALSE,"1886-05-28T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"649",1747,"ZH","N","Ezio","Canonica",NA,FALSE,"1922-06-27T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"650",1748,"GR","N","Gaudenz","Canova",NA,FALSE,"1887-12-31T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"651",1749,"TI","N","Daniele","Capponi",NA,FALSE,"1810-04-25T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"652",175,"BL","S","René","Rhinow","FDP-Liberale",FALSE,"1942-12-29T00:00:00Z","m","de","verheiratet","Oberst",15,"Herr","de"
"653",1750,"FR","S","Louis","Cardinaux",NA,FALSE,"1859-05-16T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"654",1751,"BE","N","P. A. Edouard","Carlin",NA,FALSE,"1817-06-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"655",1752,"BE","N","Germain-Joseph","Carnat",NA,FALSE,"1894-07-06T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"656",1753,"TI","N","Arrigo","Caroni",NA,FALSE,"1903-07-01T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"657",1754,"VS","N","Henri","Carron",NA,FALSE,"1886-08-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"658",1755,"GE","N","Antoine","Carteret",NA,FALSE,"1813-04-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"659",1756,"GR","N","Johann Anton jun.","Casparis",NA,FALSE,"1854-08-06T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"660",1757,"GR","N","Johann Anton sen.","Casparis",NA,FALSE,"1808-05-14T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"661",1758,"FR","S","André","Castella",NA,FALSE,"1805-11-18T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"662",1759,"GE","N","Jean-Jacques","Castoldi",NA,FALSE,"1804-11-11T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"663",176,"GL","S","Kaspar","Rhyner",NA,FALSE,"1932-12-27T00:00:00Z","m","de","verheiratet",NA,NA,"Herr","de"
"664",1760,"TI","N","Giuseppe","Cattori",NA,FALSE,"1866-03-24T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"665",1761,"VD","N","Jean-F.","Cavat",NA,FALSE,"1847-05-16T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"666",1762,"TI","N","Enrico","Celio","CVP",FALSE,"1889-06-21T00:00:00Z","m","it",NA,NA,14,NA,NA
"667",1763,"TI","N","Nello","Celio","FDP-Liberale",FALSE,"1914-02-12T00:00:00Z","m","it",NA,NA,15,NA,NA
"668",1764,"TI","N","Carlo","Censi",NA,FALSE,"1872-10-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"669",1765,"TI","N","Emilio","Censi",NA,FALSE,"1837-07-21T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"670",1766,"BE","N","Joseph","Ceppi",NA,FALSE,"1866-09-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"671",1767,"VD","N","Paul-J.","Cérésole","Lib*",FALSE,"1832-11-16T00:00:00Z","m","fr",NA,NA,1440,NA,"fr"
"672",1768,"NE","S","Aimé","Challandes",NA,FALSE,"1801-05-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"673",1769,"GE","N","Jean-Jacques","Challet-Venel","FDP-Liberale",FALSE,"1811-05-11T00:00:00Z","m","fr",NA,NA,15,NA,"fr"
"674",177,"BE","N","Leni","Robert-Bächtold",NA,FALSE,"1936-03-06T00:00:00Z","f","de",NA,NA,NA,"Frau","de"
"675",1770,"GE","N","Charles-L.","Chalumeau",NA,FALSE,"1823-03-23T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"676",1771,"VD","N","Jacques","Chamorel",NA,FALSE,"1901-05-26T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"677",1772,"VD","S","Louis","Chamorel",NA,FALSE,"1879-06-28T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"678",1773,"FR","N","Fr. Laurent","Chaney",NA,FALSE,"1833-11-15T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"679",1774,"VS","S","Achille","Chappaz",NA,FALSE,"1854-03-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"680",1775,"VS","N","Maurice","Chappelet",NA,FALSE,"1827-09-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"681",1776,"VS","S","Joseph","Chappex",NA,FALSE,"1827-09-05T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"682",1777,"GE","N","Victor-Marc","Charbonnet",NA,FALSE,"1861-11-09T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"683",1778,"FR","N","Hubert","Charles",NA,FALSE,"1793-11-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"684",1779,"BE","S","Paul","Charmillot",NA,FALSE,"1865-10-19T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"685",178,"FR","N","Bernard","Rohrbasser",NA,FALSE,"1946-10-19T00:00:00Z","m","fr",NA,NA,NA,"Herr","fr"
"686",1780,"GE","N","Louis","Charrière",NA,FALSE,"1844-11-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"687",1781,"FR","N","Charles","Chassot",NA,FALSE,"1885-05-22T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"688",1782,"FR","S","Karl-Fr.","Chatoney",NA,FALSE,"1798-07-03T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"689",1783,"VD","N","Paul","Chaudet","FDP-Liberale",FALSE,"1904-11-17T00:00:00Z","m","fr",NA,NA,15,NA,"fr"
"690",1784,"VD","N","Frédéric","Chausson",NA,FALSE,"1831-07-21T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"691",1785,"VD","N","Louis","Chausson",NA,FALSE,"1841-03-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"692",1786,"GE","N","André","Chavanne",NA,FALSE,"1916-07-02T00:00:00Z","m",NA,NA,NA,NA,NA,NA
"693",1787,"VD","N","Henri","Chenaux",NA,FALSE,"1864-03-21T00:00:00Z","m",NA,NA,NA,NA,NA,NA
